6	10400002	14777	02132020				4.0	0200	200	1	USBANK
8	10400002		02132020	01			4.0	0200	200	1	USBANK
4	4798111100000001	02032020	2021	0	0	2500000			0	0	00840																17933	01272020
4	4798111100000002	02032020	2021	0	0	1500000			0	0	00840																93491	02042020
4	4798111100000003	02032020	2021	0	0	2800000			0	0	00840																28613	02122020
4	4798111100000004	02032020	2021	0	0	1000000			0	0	00840	560	0	0	0	0	0	0	14	1	0	0	0	0	0		191401	01132020
4	4798111100000005	02032020	2021	0	0	3000000			0	0	00840																75460	02122020
4	4798111100000006	02032020	2021	0	0	500000			0	0	00840																4215	02102020
4	4798111100000007	02032020	2021	0	0	500000			0	0	00840																50344	02032020
4	4798111100000008	02032020	2021	0	0	500000			0	0	00840																20350	02112020
4	4798111100000009	02032020	2021	0	0	500000			0	0	00840																3695	02112020
4	4798111100000010	02032020	2021	0	0	660000			0	0	00840																79416	02122020
4	4798111100000011	02032020	2021	0	0	500000			0	0	00840																8206	01212020
4	4798111100000012	02032020	2021	0	0	500000			0	0	00840																9790	01302020
4	4798111100000013	02032020	2021	0	0	500000			0	0	00840																16074	01232020
4	4798111100000014	02032020	2021	0	0	500000			0	0	00840																69500	01272020
4	4798111100000015	02032020	2021	0	0	2600000			0	0	00840																22996	02102020
4	4798111100000016	02032020	2021	0	0	500000			0	0	00840																100957	02042020
4	4798111100000017	02032020	2021	0	0	500000			0	0	00840																37926	01062020
4	4798111100000018	02032020	2021	0	0	500000			0	0	00840																6106	04172019
4	4798111100000019	02032020	2021	0	0	500000			0	0	00840																4064	11272019
4	4798111100000020	02032020	2021	0	0	500000			0	0	00840																22512	12182019
4	4798111100000021	02032020	2021	0	0	500000			0	0	00840																1971	02102020
4	4798111100000022	02032020	2021	0	0	500000			0	0	00840																1000	11152019
4	4798111100000023	02032020	2021	0	0	2000000			0	0	00840																25567	01232020
4	4798111100000024	02032020	2021	0	0	500000			0	0	00840																67177	12112019
4	4798111100000025	02032020	2021	0	0	500000			0	0	00840																70555	01282020
4	4798111100000026	02032020	2021	0	0	500000			0	0	00840																8391	02122020
4	4798111100000027	02032020	2021	0	0	500000			0	0	00840																14500	02112020
4	4798111100000028	02032020	2021	0	0	2000000			0	0	00840																26918	10302019
4	4798111100000029	02032020	2021	0	0	500000			0	0	00840																4567	01222020
4	4798111100000030	02032020	2021	0	0	500000			0	0	00840																6856	02052020
4	4798111100000031	02032020	2021	0	0	1000000			0	0	00840																300	01302020
4	4798111100000032	02032020	2021	0	0	500000			0	0	00840																40000	02072020
4	4798111100000033	02032020	2021	0	0	500000			0	0	00840																3500	01232020
4	4798111100000034	02032020	2021	0	0	500000			0	0	00840																2400	01242020
4	4798111100000035	02032020	2021	0	0	500000			0	0	00840																27016	02062020
4	4798111100000036	02032020	2021	0	0	500000			0	0	00840																7341	02062020
4	4798111100000037	02032020	2021	0	0	500000			0	0	00840																110052	01292020
4	4798111100000038	02032020	2021	0	0	500000			0	0	00840																4082	02102020
4	4798111100000039	02032020	2021	0	0	500000			0	0	00840																5500	05102019
4	4798111100000040	02032020	2021	0	0	500000			0	0	00840																70088	10252018
4	4798111100000041	02032020	2021	0	0	500000			0	0	00840																11433	01222020
4	4798111100000042	02032020	2021	0	0	500000			0	0	00840																50000	02052020
4	4798111100000043	02032020	2021	0	0	500000			0	0	00840																39623	12162019
4	4798111100000044	02032020	2021	0	0	500000			0	0	00840																19500	01092020
4	4798111100000045	02032020	2021	0	0	1000000			0	0	00840																17906	02102020
4	4798111100000046	02032020	2021	0	0	500000			0	0	00840																13170	11052019
4	4798111100000047	02032020	2021	0	0	500000			0	0	00840																10577	05212019
4	4798111100000048	02032020	2021	0	0	2000000			0	0	00840																430392	01172020
4	4798111100000049	02032020	2021	0	0	500000			0	0	00840																13141	01142020
4	4798111100000050	02032020	2021	0	0	500000			0	0	00840																11325	01222020
4	4798111100000051	02032020	2021	0	0	500000			0	0	00840	0	24575	0	0	0	0	0	17	12	3	0	0	0	0		31000	01282020
4	4798111100000052	02032020	2021	0	0	350000			0	0	00840																10560	01272020
4	4798111100000053	02032020	2021	0	0	750000			0	0	00840																23574	01242020
4	4798111100000054	02032020	2021	0	0	500000			0	0	00840																34008	01022020
4	4798111100000055	02032020	2021	0	0	500000			0	0	00840																42506	01162020
4	4798111100000056	02032020	2021	0	0	500000			0	0	00840																13963	02112020
4	4798111100000057	02032020	2021	0	0	7500000			0	0	00840																3852	02102020
4	4798111100000058	02032020	2021	0	0	4500000			0	0	00840																4314	02112020
4	4798111100000059	02032020	2021	0	0	500000			0	0	00840																1234	12232019
